Label,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
ham,0.3489316,-1.4232585,-0.71649015,-0.26479733,-0.60094166,1.4195822,0.8167771,0.20523718,0.6165981,-0.78941643,-1.1624342,0.3274523,0.86160564,-0.52968866,-0.47559887,1.6992087,-0.12332544,-1.322704,0.16088584,-2.1599324,-0.74532473,-0.21038704,0.50143653,-0.5198947,0.63234866,0.48828572,0.9953937,-0.45489115,0.2942895,1.4050179,0.0866595,0.27652735,0.17395194,0.08537933,0.18691036,-0.517144,0.45853135,-0.92606044,0.43612385,-0.6439445,0.3246269,-0.76887786,0.047352836,0.20878845,-0.27921167,0.43558255,0.17772269,-1.0906177,0.5871708,0.26894182
ham,-0.90682554,-0.583742,-1.2288951,0.81003314,0.31199223,0.5829598,1.4468699,0.0039617196,0.93844616,0.5104074,0.9585516,-0.70584095,-0.8712343,-0.49428254,1.2374464,-0.69027275,-0.583617,0.6809373,-0.20543867,0.36723655,0.7515583,-0.625496,-0.77398866,1.8095376,-0.3564155,-0.1945582,-0.23894241,0.19213712,-0.45228976,0.3170231,-0.14745772,-0.61607355,0.11420543,-0.69346714,-0.21861681,0.6047004,0.18372957,1.1419519,0.28242135,-0.44301057,0.28470722,0.15672556,-1.3183738,0.3447417,0.7808932,1.0367273,-0.7555037,-0.54846156,0.652867,-0.28332666
ham,-0.22476923,0.5234329,-1.0567248,-0.818635,-1.7304975,-0.08360923,0.8853374,0.0059257895,-0.35632798,-0.39211795,-0.9883122,-0.6118316,-0.3338897,0.49478993,-0.042308316,-0.4683618,0.89562374,0.80055785,-0.4130842,0.09344171,-0.3921101,-0.14248532,0.46575528,-1.0739198,0.32965437,0.5381632,0.2693239,-0.13521153,-0.21276683,-0.3614685,-1.0665866,-0.21346518,0.34595037,-0.3688127,-0.33893356,1.0054749,-1.0361823,-1.7911446,0.25394318,0.8085713,-0.589881,-0.06402506,0.75083363,0.12944657,-1.0786375,0.6944574,0.19861439,0.005840361,0.32432202,0.32476953
ham,-0.4678328,-0.007803023,-1.1118509,0.009680375,0.3514951,1.6606838,0.30762944,0.47549585,0.3210305,0.64750403,0.6645956,1.3796339,-0.354835,0.29072902,0.19371022,-0.19533366,0.39627337,-0.483868,0.09228206,-0.52176005,0.3231639,-0.4143702,0.3821283,0.46369582,0.5512116,-0.26939967,-0.11527403,-0.48215866,-0.6273526,-0.1919381,0.42059773,-1.6100054,-0.12610981,0.5193138,0.3305318,0.72607815,0.5179835,-0.28765106,0.6536921,-0.03958482,0.2892837,-1.0190445,1.1274607,-0.9313494,-0.05751729,-0.5140774,0.011375941,-0.32935235,0.14964563,-0.19731951
spam,3.1670659,0.31607467,0.3214221,-0.307046,0.5435713,-0.98217964,-0.73944163,-0.87659085,1.0130529,-0.7646185,-0.56247085,0.38637805,-0.07333398,0.81539667,0.19890277,-0.60084546,0.25191098,-0.907416,-0.15348224,0.38526964,0.37142485,0.15151758,-0.69938976,-0.01014021,-0.2994219,0.83964306,-0.04178621,-0.081915975,0.8386656,-0.042365193,0.46118045,-0.6070835,-0.04875531,0.4106401,0.64744294,0.49232805,0.37560034,1.2579756,0.5200535,-0.60705334,0.5905291,0.29570174,-0.30489916,-0.019872606,-0.20723835,-0.18244456,0.09663264,0.4701896,0.2836818,0.12924108
ham,-0.3318808,-0.9659062,0.5895288,1.4633332,-0.29594713,-0.41926315,1.1332228,-0.8805243,0.6904919,-0.25053796,-0.61031467,-0.06257658,0.5855186,0.73175347,0.37629944,-0.5801771,-0.0702202,0.14238852,-0.20385054,-0.44977772,0.056177363,-0.4339356,-0.14781329,-0.18259531,0.5127405,-0.2714334,0.27878278,-0.09448582,-0.17730364,0.78302085,-0.9891087,-0.36923787,-0.21763618,-0.024881512,-0.41020757,-0.4571877,-1.0399563,0.5731124,0.076220796,-0.3751266,0.22959512,-0.74349594,-1.3771167,0.43446648,-0.12902552,0.12073347,-0.32205513,0.26737615,-0.1712181,-0.16274348
ham,-1.7489243,0.18257266,1.5579367,-0.8436823,0.10690576,-0.5873668,0.9716329,0.0048487782,-0.35318807,0.5340178,1.6313711,0.43410608,-0.09087345,-0.44721153,0.28216827,1.2740684,-0.60697114,0.24033323,0.8083308,-0.19296382,0.3949732,-0.19300054,0.30964532,0.16067344,0.24858066,0.2487736,0.057422876,-0.5828328,1.1898314,-0.097958714,-0.63553715,0.29412478,0.40118542,0.04311969,-0.10246953,-0.14121783,0.28209797,-0.24441248,0.3516893,0.18007842,-0.2094239,-0.26602945,0.7246817,-0.5344684,0.67082834,0.026366562,-0.1297326,0.06609693,-0.078339994,0.29495046
ham,-0.6233283,-0.14533222,0.60482097,0.7387808,0.50921136,0.517833,1.1076145,0.91441333,1.5121555,-0.8590369,-0.34351403,-0.28049558,0.073714286,-0.79792416,0.34084344,-0.02953428,0.30301347,-0.04865034,-1.8586804,0.2985059,-0.69789416,0.8321707,-0.14182773,-0.18503931,0.4492412,0.6083877,-0.12631258,0.22696126,-0.16351914,-0.5371991,-0.69317436,0.090917155,-0.22107755,-0.8225039,0.45643848,0.24553597,-0.5963783,0.02957534,-0.02447505,-0.2940309,-0.40073758,-0.37985036,0.5065155,-0.20715865,-0.32155243,-0.28973928,0.32972747,-0.43512994,-0.5437829,-0.43634894
ham,0.035541773,-0.028940976,1.2268405,1.0510558,-1.0591973,-0.31751278,-1.6360337,-0.021640167,0.46911946,-0.25635257,0.2808612,-0.5420442,0.761552,-0.10376108,-0.42646623,-2.5991273,-0.13055822,0.53427815,0.77032185,-0.5411111,-0.50645715,-0.23161782,1.0867321,0.34457856,1.2782862,-0.14480904,0.24124041,-0.9621857,0.0010556728,0.56144667,1.1943152,0.69572335,0.89149463,-0.803076,0.3113712,0.5481348,0.044378813,0.16842553,0.22248587,0.45824733,0.3733628,0.9071665,-0.21363449,0.38518342,-0.15388992,-0.6368876,0.70511955,-0.1016382,0.2234115,1.0534352
spam,3.1430705,0.0956735,0.6210352,0.62208265,0.2635581,-0.88166374,-0.8025106,-1.294249,0.9470303,0.24912369,-1.1235904,-0.72296447,0.76612437,0.93862677,0.7471309,-0.7157347,-0.736524,-1.257704,0.21106982,0.16883649,0.4152013,0.2625477,0.13162342,0.06393862,-0.4332899,0.59209037,0.07386014,-0.26376712,0.18428358,-0.47104424,0.014677487,0.22069861,0.87582463,-0.38564202,0.14080931,0.159289,0.7028773,0.6610119,-0.31487066,-0.23173247,-0.035369277,0.36356553,-0.3296775,-0.42901164,0.55881,-0.06936705,-0.008819334,-0.57869077,-0.11431372,-0.20983556
ham,-2.0799246,0.6139844,-2.3856487,-0.12425323,-1.3078338,1.3944981,0.31146833,-1.3343952,-0.4989713,0.23027425,1.1306959,-1.3900974,0.1314863,-0.060239807,-0.7514488,-1.8097188,0.003617525,-0.19365476,1.676088,1.5633569,-0.3322609,-0.33224648,0.47786683,0.76249117,0.6253121,0.4890181,0.13436866,0.51991785,0.4870697,0.39470294,-0.65803975,-0.06945724,0.39046484,-0.46333542,-0.5742702,-0.9777451,0.7047438,0.10376979,-0.1092546,-0.3819592,-1.3073,-0.20242259,0.22671388,0.4108845,-0.31847736,0.5327623,0.39431894,-0.1912331,0.06576437,-0.14676572
ham,1.1419749,-0.1385265,2.3223832,-1.1487929,-0.6131935,1.3514612,-0.63617134,0.48848197,-1.5692761,0.7277224,0.6440373,-0.39091533,-0.62928116,-0.02982188,0.89097524,0.6013627,-1.006514,-0.019419998,-0.59930986,0.298476,-0.10139176,0.119112074,-0.8735495,0.534951,0.03492269,-0.6952658,0.030980833,0.08991027,-0.30550647,0.19388187,-0.59094167,0.24950697,0.3140753,0.70810556,-0.37823895,0.46085495,0.018074777,0.6609038,-0.32969344,0.60599035,0.4766569,0.27475283,0.04072438,-0.5331599,-0.042614967,-0.6172559,-0.39778784,-0.015901148,0.1605202,0.31324118
ham,-1.2021904,-0.15961516,0.5179715,0.83666456,0.5199786,-1.8512846,-0.43753105,-0.6496551,-0.27084747,0.966341,-0.07284627,-1.5455582,-0.5587952,0.99166346,-0.6031432,0.2874679,-0.64710796,-0.66609275,-1.2628073,-0.4472003,-0.25117975,0.4187561,0.030242145,-0.47426355,-0.7058631,-0.044483297,-0.1643968,0.06807101,-0.22494665,0.28594652,0.43787804,-0.13132094,-0.511943,0.11456087,-0.48159057,0.14974916,-0.28809848,0.056045167,0.3717487,0.4153313,-0.29151616,-0.31056884,0.25345784,0.049020052,0.015546352,-0.035600588,0.4877342,-0.39443237,0.2906685,-0.49335966
ham,-1.089392,-0.13301355,1.2578025,0.3680141,1.130939,-0.05303908,-0.04892999,-0.99452615,0.5153979,-1.0513877,0.870435,-0.118033886,0.28869852,-1.1067783,0.24661031,-0.78630745,-0.9446014,-1.2283977,0.3500059,0.14288475,-1.7304382,-0.76614213,-0.22691268,0.5835141,-0.14098313,0.47620463,0.9616039,-0.51208854,-0.7873306,-0.046198964,0.2624041,0.26441735,-0.9458676,-1.0128084,0.6982101,0.2556381,0.11556703,0.47321,-0.34447402,-0.2955934,-0.33858252,-0.09662847,0.119672135,-0.15167597,0.32314098,0.4412503,0.19510725,-0.062024996,0.5001321,0.161152
ham,-2.7120254,1.8958733,-1.696491,-0.41893196,1.0536764,0.09578846,-0.025034487,-0.60415065,0.7983664,0.30546856,0.8956991,0.32763073,-0.1219974,-0.40738946,1.039517,-0.7147592,0.48233253,0.86749744,0.75139016,0.0031020157,0.85945064,0.5865717,0.9080326,-0.7379575,0.32812873,-0.012490444,0.09935513,2.1414926,0.3829692,0.6276742,-0.8915945,-0.28307268,-0.022700364,-0.41339996,-0.27575144,-0.707134,-0.024441246,-0.41639632,-1.5107367,0.46237025,-0.44929248,-0.20746064,-0.9691546,0.32772106,-0.22999653,0.014039069,0.28742045,0.3650671,0.090085626,0.30374676
ham,2.4675727,0.84156936,-0.39600182,0.93455327,-0.45554176,0.4506601,1.250247,-1.7029417,0.24921784,0.71758443,0.25553814,1.4117951,-0.45545515,0.30979383,-1.4512643,0.9677853,-0.4148501,-0.26978794,-2.2945552,0.2524628,1.0832098,-1.0533881,0.4954303,-1.2385149,-0.8439692,-0.16017099,-0.13811341,-0.5846515,1.5333687,0.3028214,0.58787817,-0.7642473,0.51963466,-0.86268973,-1.7658777,-0.6002209,0.13223095,-0.25748786,-0.6534122,0.24447523,1.174229,0.68873227,-1.2459747,0.44407892,-0.32872078,0.052624226,0.0624874,-0.26717147,0.6725403,0.6497197
ham,2.3071334,0.65554017,1.7346976,0.6226578,-0.50492966,0.85015935,0.5387661,-0.691622,0.23983374,-0.36131945,0.15149698,-1.2120519,-0.9721316,0.021309607,-0.3261295,0.22394973,0.2478553,-0.14855824,0.35746866,-0.5248991,-0.3871528,-0.17097458,-0.6296569,0.4000097,0.48097888,0.372145,-0.34845722,-0.4351599,0.14891464,0.07047987,0.5612093,0.14898835,-0.6482995,0.049997866,0.21624476,0.45172447,-0.24146038,0.33797738,-0.24895118,0.38393486,0.13358212,-0.27973965,0.008209899,-0.40557796,0.4118142,0.102617055,-0.2528509,0.36898407,-0.10125941,-0.24468943
spam,2.4535227,-0.8895819,0.019028544,0.5309802,-0.28861648,-1.0702463,0.5952655,0.5821862,-1.5883288,1.0251118,0.024050348,-0.4510374,-0.3024979,0.23492706,0.56297547,-0.22802567,-0.4235731,-0.89234877,0.49142462,0.65024537,-0.06957197,-1.2095407,0.19907475,-0.56468844,0.06593683,0.31668615,0.6354508,0.025060415,0.95375574,0.45039308,-0.7258866,-0.18466972,0.5536415,0.27195445,-0.023617186,-0.73174614,-0.7100092,0.4375675,0.21774676,-0.2978865,0.7505449,-0.5064968,-0.5980688,-0.3060913,-0.74183345,-0.058197275,0.19785655,0.12259051,-0.8420884,0.4967732
ham,-0.08171654,1.6519141,-0.4506988,-0.14541806,0.13954252,2.7336223,-0.90513396,-0.16773608,0.68848085,-0.29435268,-0.7080021,-0.32499364,-0.59317935,-0.8625636,-0.14540108,0.30395532,0.17797777,-0.27934057,-0.4956901,-0.1577232,-0.44549006,-0.35263798,-0.12348884,-0.17031527,0.026002258,-0.10531628,-0.6351541,-0.030155301,0.8627707,0.15004684,-0.91062725,-0.8821595,0.10579536,1.1754696,0.6295624,-0.08350246,0.030752918,-0.39874005,0.53908896,-1.6840008,-0.11879492,-0.3539022,0.51613855,-1.0261121,-1.1748042,-1.1362355,-0.94302297,0.73087966,0.81234705,-0.5671518
ham,0.9313689,0.5614926,-0.24323136,-0.75449014,0.8032207,1.1213648,1.5366651,0.38961256,1.1429892,1.1858433,0.7324142,0.42581904,-0.3908986,0.052464075,1.1955088,-0.25263935,0.051416337,-0.07455279,-0.1484991,-0.003923703,-0.11595571,-0.029912181,-0.12393797,0.25418407,0.34691665,0.76801425,-0.7013106,0.40293044,-0.91549134,0.200077,0.2643851,-0.45638078,-0.08950753,0.14303052,0.44012934,-0.11652731,0.56357014,-0.6015726,-0.14145975,0.5840344,0.7157351,0.12846261,0.76723033,-0.051502585,0.69787526,0.06612456,0.5083182,-1.2116047,0.59171057,0.2321758
spam,1.1601094,0.88080496,-0.046162724,-1.054344,0.3637696,-0.25023088,0.20597515,-0.17577755,0.6866201,-0.10048175,0.08172438,-0.28083888,0.28227973,-0.2815535,-0.19085057,-0.28933793,0.27002475,-0.8234155,-0.41993135,-0.22256213,-0.6710158,0.101633936,0.24718001,-0.25611272,0.6891484,0.0019400232,-0.13267452,0.20155519,0.4417968,-0.052862763,0.43870342,0.33447766,-0.4538568,0.80460393,0.83661944,0.31606722,0.5244119,-0.14477322,0.06715152,0.11019103,0.4724786,0.39519653,-0.4296435,0.6985388,-0.47732916,-0.063262,-0.5491106,0.25611594,-0.17917824,0.12306262
ham,-1.4126182,-1.049327,-2.274653,-0.81494546,0.069794,0.6145784,-0.1056374,0.01288718,2.2205315,0.84023535,-1.1422098,-0.47006527,0.6585784,-0.47211573,0.48712373,1.1456134,0.8667997,-0.06145084,-0.80408335,1.7456183,0.8246699,-1.257683,-1.04248,0.31946903,-0.14257795,-1.9141219,0.6096799,-0.119587034,1.1241447,1.0604166,-1.0279107,-0.3712051,-0.4376086,0.5600207,1.2639279,-0.32121906,0.35476357,0.058331393,0.07511014,1.155415,-0.25984943,0.869195,1.0572451,0.5121678,0.4975736,0.4374211,0.8009815,-0.11237377,-0.349999,-0.46784276
spam,1.5763646,-1.2969012,0.09668338,0.13824089,1.0396206,-1.482146,0.15595578,-0.3647946,-0.23998955,0.06760213,-0.8392704,-0.7046793,0.5690954,-0.5752849,0.11574298,-1.0309091,0.24630098,0.5390333,-0.10591918,-0.66314435,-0.267465,-0.13227811,-0.5066819,0.70256263,-0.10195452,1.1507778,-0.6115296,-0.33918446,-0.117107615,0.09533243,-0.587252,0.66549027,-0.47316012,1.0205551,0.64032936,-0.3323272,-0.5057248,0.5801625,0.19138853,-0.19653042,-0.048219547,-0.2637801,-0.032021314,-0.08382082,0.27461156,-0.31085023,-0.8104998,0.6653886,-0.4957499,-0.9728638
ham,0.70782757,1.0067365,-0.58701426,-0.7729628,0.3704645,-0.25968808,0.8213205,0.8623514,0.37529004,0.38768756,0.1684801,0.7363624,-0.18264753,0.34534946,-0.29517955,0.3043875,-0.28379938,-0.33506793,0.39299658,-1.0574516,-0.63813686,-0.11536245,0.6534716,-0.26187378,1.3169537,0.11221628,-0.12823096,-0.0022504032,-0.5252681,-1.1245732,-0.554337,-0.21699584,0.18058005,-0.16644984,-0.31284422,-0.18685415,0.3961509,-0.1708665,0.34548122,0.1315589,0.011580527,0.41270468,-0.23226513,-0.9090322,0.44785964,0.59918463,0.5525526,0.047891706,-0.5203636,0.21093452
ham,0.7586165,0.891305,1.4530444,-0.5900307,-1.7525537,-0.064091794,-0.08660048,0.37464035,-0.384905,-0.09467566,0.40719157,1.3790742,0.16575117,0.24035358,-1.3214575,1.008079,-0.87985575,-0.04719855,-0.60781604,0.47944653,0.35520083,-0.5157005,0.54057705,-0.076922715,0.36525914,-0.38170838,-0.51847214,-0.44463822,-1.0912502,0.067529455,0.02986049,-0.5840475,-0.15949042,-1.1283196,0.25205392,-0.28601152,-0.11046332,-0.028074302,-0.4774506,0.18854399,0.064982206,-0.71231174,0.2651546,-0.097917974,0.12761343,0.16335773,-0.5314274,-0.19472903,-0.4128123,-0.12456075
spam,2.2687256,-0.90015316,-0.95295095,-0.7733607,1.5541575,-1.1299328,-0.50543976,-0.006860107,-1.6929426,-1.2770492,0.37085164,-0.4665038,-0.14466925,-0.8664676,1.2570525,0.37794977,-0.7923657,0.16852108,0.25491393,0.20106553,-0.6667646,-0.47844762,-0.48649666,0.15594989,0.16941068,-0.43594414,-0.9268473,0.2811033,-0.10243784,0.41987675,-0.13168466,-0.14906593,0.1121447,-0.14704242,-0.38233143,-0.0127979815,-0.5674552,0.08275836,1.1296138,0.11340374,0.12932608,-0.499944,-0.20611052,0.31466484,-0.052415162,0.024021327,0.5224412,0.24444774,0.22876802,0.047545277
ham,-1.3597276,0.5487954,-0.7630284,0.08431083,-0.5803529,-0.6123152,-0.31649417,-0.3215119,-1.0570097,-0.643697,0.84231323,-0.13442785,0.63881505,0.1175643,0.39556348,-0.31988817,-0.33097044,-0.2432785,-0.110583365,-0.6060279,0.7751077,0.09402187,-0.2715364,0.27498108,-0.24654637,-0.81799984,0.6642987,-0.64378774,1.0746698,-0.3601269,-0.1412721,-0.2804017,0.76115435,-0.4479039,-0.9612184,0.542996,0.7900182,0.96198845,0.3484735,0.5360903,-0.38393432,0.106093675,-0.34296995,-0.25729084,0.25014523,-0.34176767,-0.8470047,-0.11313748,0.09389132,0.041107066
ham,1.1232426,-0.16117069,1.3281167,-1.210521,-0.43930805,1.0212089,-0.3117075,-1.6038256,-0.5656134,0.9146817,-0.9996539,-0.1759097,-1.0063087,-0.52675575,-0.48612535,-0.036884874,-0.3930262,0.68002796,0.26613465,0.9580883,-0.8357318,-0.05696019,-0.56961894,0.70316666,-0.1262134,-0.61278766,-0.17992502,0.7157931,-0.80200636,0.063084096,0.5209606,0.1649998,0.32905653,0.42580372,-0.67648923,0.35860616,0.80229205,0.13182911,-0.496184,-0.5675736,0.28173107,-0.31018838,0.64095414,-0.970467,-0.054240495,0.3747168,0.26309273,-0.6832234,0.35484788,-0.14758404
spam,2.5287921,0.43060786,0.6604552,-0.7396163,-0.5188469,-0.050177135,-0.88320637,-0.91320026,1.9880056,-0.47844133,-0.7287312,-0.0064427815,0.21006045,0.77863,0.46802232,-0.51659805,0.35402822,-1.164215,-0.55672663,0.49053708,0.53655714,0.85839266,-0.59070027,0.10766226,-0.37622142,0.07289348,-0.27887136,-0.026431143,0.63091254,0.13606893,0.40175033,0.54819494,0.21235493,-0.8356596,0.57616675,0.19385892,0.37895587,-0.007924482,-0.33632556,-0.09530941,-0.3022728,0.029470883,-0.19795832,-0.017342448,0.6575054,-0.04050997,0.45416462,-0.37505496,-0.53404695,0.039986126
ham,0.31819728,-1.6219165,1.1131926,0.9535994,0.9663554,0.50369155,0.9647189,1.0821161,-0.7615024,-0.13944402,-1.0810117,-1.3806906,0.14052558,-0.6208628,0.70761275,0.006167978,-0.5172882,1.4427724,-0.052678604,-0.34636232,-1.0087752,-0.6406169,-0.4698284,0.15854329,-1.1079386,-1.1359003,-0.36168793,0.6615469,-0.00044375658,-0.09205574,0.7937735,0.31523824,0.10371808,-0.34709683,-0.034704328,0.3106361,0.6255847,-0.7781473,0.163361,-0.43927047,-0.1801514,-0.090770274,0.77452165,-0.37635618,-0.6062118,0.084792286,-0.4018656,-0.2635767,0.85839975,0.52183104
ham,-0.65202224,2.5571883,0.26778293,0.42473006,-0.55134577,-0.11703071,0.79794693,0.91405964,0.14196423,-1.2861043,0.20709431,0.08073199,0.33993024,0.004627265,-0.43353873,0.7198166,-0.75644124,-0.49419415,0.010370988,-0.6012026,-0.106170654,-0.20402125,-0.2515176,-0.8806331,0.63520753,0.56807005,-0.019419104,0.2988255,-0.42294884,0.65535325,0.10058201,0.8542196,-0.4899176,0.52640545,0.07731214,-1.021776,-0.06059778,-0.76374286,0.20466514,-0.53989094,0.9934563,-0.28234553,-0.14554209,-0.10208127,-0.025363058,0.37350342,-0.4969411,-0.4240523,0.6772479,0.6350467
ham,-0.07283723,-0.29792595,1.6173112,-0.19778068,0.3994823,1.3827822,-0.7599865,-0.5563071,-0.8257704,-1.430111,-0.9393403,-0.25270858,0.06630853,-0.06964889,0.26936427,0.91045636,0.37052,0.5138023,0.3941458,0.33409137,0.26739618,1.0226107,-0.09389064,0.36709046,-0.0015389025,0.13499625,-0.2395975,0.38750905,0.10536717,-0.3950091,1.1434543,0.05003622,0.25417894,-0.024761781,-0.17758906,-0.18773343,0.20580018,0.08816474,-0.12263857,-0.61646086,0.45413294,0.16924892,0.20447557,-0.4719777,0.39012,0.4078566,-0.021663204,-0.46769118,-0.8181893,-0.24859133
ham,0.9831456,0.83767694,-0.23939681,-1.0474923,0.34427863,0.83087015,0.08507171,0.05342087,0.24399167,-0.031229317,-0.18592274,-0.64097583,-0.32097834,-0.009536132,0.08328737,-0.25945354,0.757498,-0.010135323,0.14749123,0.24682064,0.17567727,-0.2062831,0.40448844,-0.010090023,0.058718532,0.2342673,-1.0208898,-0.31999215,0.52282596,-0.40409702,-0.024592973,-0.059447363,-0.7432779,-0.11983949,-0.14371616,-0.13732897,-0.9667361,0.5147718,0.65171087,-0.0024107099,0.6103889,-0.53262544,-0.51537716,-0.3492117,-0.2623295,0.16047066,0.4322915,0.3123679,-0.2161817,0.4830828
ham,0.56440103,-0.66161877,-1.1463557,-0.9743824,-0.75181687,0.69889295,0.33745033,0.5210572,-0.0842168,-0.10850793,1.0205168,-1.359931,0.91999185,0.22846496,0.6221025,0.8132629,-0.039060116,-0.106005296,-0.315495,0.8068584,-0.1358104,-1.3919276,0.4473027,0.41187376,-0.57431567,-0.21522808,0.5213743,0.11392903,0.6782718,0.75225604,0.514819,-0.27850312,0.43156716,0.085805506,0.4402098,-0.3548993,-0.2603808,0.031591527,0.30710414,-0.71811,0.5598857,0.38539475,0.52264655,-0.28584456,0.318505,-0.06576054,0.5471345,-0.5869757,-0.29419535,0.11226482
ham,-0.35244584,1.5527577,-1.0710809,1.142269,1.3044174,-0.17793877,0.8412715,-0.028033584,0.38213086,-0.42254117,0.39852527,0.9930454,0.020499744,-0.3703018,0.8446254,0.6475131,0.44719136,-0.54030323,-0.9877041,0.35413384,0.6916896,0.16246082,-0.572984,0.8270028,-0.058487862,-0.29685012,-0.8726893,1.4441767,-0.30091146,0.25244293,-0.9180903,-0.30080473,0.13526417,0.47280657,-0.37403288,-0.47020295,-0.62218904,0.525139,-0.100950316,0.51210856,-0.8215204,0.01956068,0.021156177,-0.4501468,-0.2195346,-0.86817086,0.8913401,0.27856252,0.092603385,0.043991767
ham,-1.5770891,-1.400712,0.7717242,-2.7284276,2.043846,-0.19738403,-0.70213294,0.509653,0.22444913,-0.4039711,0.5541533,1.6318043,0.9750798,0.4606903,-0.7622314,-1.8648708,-0.02594909,0.2202532,-1.6181371,0.4839097,-0.18342105,0.612717,0.6184698,-0.7316917,-0.37687242,-0.5986377,0.32053432,0.018428385,-0.13904238,0.084120706,0.24191648,0.49663728,0.1763928,0.57257587,-0.25854072,0.31874526,-0.9580787,-0.29710644,0.056158174,0.5941335,0.45153543,0.28519893,-1.1209052,0.053177565,-1.063189,-0.16275188,-0.3166365,-0.8969747,-0.50907415,0.17519632
ham,2.2014472,-0.071872294,2.4401543,-0.8073852,-0.7014428,0.30300725,-0.8016517,-0.9250684,-0.84340596,0.9051572,0.6759047,0.31823763,0.44904047,0.012955345,0.7327913,0.59029174,-0.49714932,-0.58096766,-0.89533275,-0.5989647,0.9004354,0.9263926,-0.50098085,1.0957327,-0.031170547,-0.45474613,-1.2181087,-0.16740292,-0.1614088,-0.25844038,-0.31650296,0.39092344,0.50104177,0.022592202,0.19288832,-0.2542237,0.78159904,0.20398882,0.52299905,0.14035071,-0.005041331,0.114601806,-0.12010933,-0.34536767,-0.27584574,0.5664133,-0.4025364,-0.5166513,-0.16802925,-0.00043650344
ham,-0.60942173,-0.07574791,-0.5854342,-0.44737053,-1.9367347,-0.506294,-0.5686386,-0.429324,-0.8053191,-0.89733636,0.29205155,-0.03840142,0.48214772,0.15230677,-1.0034374,-0.478092,1.4866096,-0.03043601,0.2532457,-0.113660574,0.35143775,-0.38844043,0.1948685,0.30805653,1.0037873,0.3008713,-0.2630729,-0.99631,-0.11923233,-0.61894506,-0.25078124,0.9279769,0.6522588,-0.50245833,0.08448948,-0.21391758,-0.068403274,-0.45732632,0.26713434,-0.13209243,0.23305796,-0.40485162,-0.17729232,-1.287299,-0.77090144,-0.81121683,-0.17278036,0.8577554,0.4292274,-0.41276568
ham,0.08995515,-1.2002851,0.8781123,-0.16634457,-0.83421534,0.55633366,0.46286553,2.3922656,-0.050215483,-0.09256363,0.2925135,0.9380759,0.008302689,1.2188137,-0.16125874,-0.72230864,0.17699495,0.30963835,-0.10002537,0.5620873,-1.4061868,0.5646647,-0.49082345,0.47063637,0.83952856,-0.37426054,-0.4333703,-0.26404163,-0.44251662,0.9369193,0.6053327,0.18304063,-0.24741754,-0.7085445,-0.47238708,-0.20151815,-0.75405604,-0.74910444,-0.72678256,-0.21471177,0.32704607,0.0028271824,0.26378495,-0.22590715,-0.8079283,0.07319453,0.8700541,0.39578435,-0.5677652,0.3385952
ham,-0.3642794,1.5359857,0.3134749,0.35155824,-1.2007065,-0.9846237,-0.76966643,0.82266665,-0.91631436,0.25407502,1.2853593,-0.18333274,1.2644151,-0.50392586,-0.031534,-1.0803347,-0.18920681,-0.8605697,-0.4544205,-0.37008783,-0.2910267,-0.7342461,0.22558168,-0.6695362,0.90179837,-0.14133105,-1.3183837,-0.15462166,0.08814353,0.3668157,0.103946246,1.056052,0.10345547,-0.62737596,-0.44021577,0.96958184,-0.3660285,-0.4806931,0.10531704,-0.3018287,0.025938928,0.54477036,-0.17960687,0.6232325,0.15519398,-0.42795548,-0.13129404,0.104108095,0.18726635,-0.27170846
ham,-0.93255746,0.38156438,-0.927472,-1.0145547,-1.5595901,1.1129935,-1.9914577,-0.400511,2.2666674,0.24448326,0.087135635,-0.93834484,0.4099836,-0.9919896,-0.570618,1.3344562,0.9567474,0.80850804,-0.02287627,-0.6244823,-1.1471641,-0.44343784,-0.43608403,1.8651013,1.0329957,-0.45764768,-0.6959964,0.97265464,0.7829976,1.4743562,0.38998368,-0.5177524,-1.8206531,1.2080762,0.28785884,-0.24136835,-0.019565698,-0.16060308,-0.36729306,0.43082103,0.72594017,-0.31176543,0.0069069415,0.9671212,0.5198046,0.69582796,-0.250504,0.52473783,0.35323268,0.2212111
ham,-1.0193794,-0.6222043,-2.7455776,-0.9633496,-0.11571962,-0.2753668,-0.48494625,-0.5251578,0.6194638,-0.15419081,0.6041392,-0.27890462,-1.8427662,0.032746457,0.28871396,1.2352109,-0.19993123,1.5949104,-0.79656786,0.8272811,-0.108062506,-0.051330723,-0.7603087,0.521496,0.15761873,-0.33311903,0.4025036,-1.4698486,-1.1007026,0.68392706,0.5827534,0.93858284,-0.5971496,0.6093668,0.026344582,0.11800873,0.42627168,-0.541284,0.71147,-0.64126575,0.44236657,0.48293865,-0.16849092,0.20452753,-0.900228,0.15892872,-0.43648958,1.1203219,0.8276847,0.36970326
